"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"SharedDataModelResearchStudy","SharedDataModelResearchStudy.personnel.name","SharedDataModelResearchStudy.personnel.name","","","",1,1,"","","","HumanName {[]} {[]}
","The name of the person being described.","The name of the person being described.","","","","","","","","","",,,,,"",,,,"SharedDataModelResearchStudy.personnel.name",1,1,"",""
"SharedDataModelResearchStudy","SharedDataModelResearchStudy.personnel.role","SharedDataModelResearchStudy.personnel.role","","","",1,1,"","","","code {[]} {[]}
","The role of the person being described.","The role of the person being described.","","","","","","","","","",,"extensible","","https://nih-ncpi.github.io/ncpi-fhir-ig-2/ValueSet/study-personnel-role-vs","",,,,"SharedDataModelResearchStudy.personnel.role",1,1,"",""
"SharedDataModelResearchStudy","SharedDataModelResearchStudy.personnel.organization","SharedDataModelResearchStudy.personnel.organization","","","",0,1,"","","","string {[]} {[]}
","The organizational affiliation of the person being described.","The organizational affiliation of the person being described.","","","","","","","","","",,,,,"",,,,"SharedDataModelResearchStudy.personnel.organization",0,1,"",""
"SharedDataModelStudyParticipant","SharedDataModelStudyParticipant","SharedDataModelStudyParticipant","","","",0,*,"","","","null {[]} {[]}
","Shared Data Model for Research Participant and Study Mapping","The **Shared data model for StudyParticipant**","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"SharedDataModelStudyParticipant","SharedDataModelStudyParticipant.participant","SharedDataModelStudyParticipant.participant","","","",1,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/StructureDefinition/valueset-reference]]} {[]}
","The participant we are describing","The participant we are describing","","","","","","","","","",,,,,"",,,,"SharedDataModelStudyParticipant.participant",1,1,"",""
"SharedDataModelStudyParticipant","SharedDataModelStudyParticipant.researchStudy","SharedDataModelStudyParticipant.researchStudy","","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/StructureDefinition/valueset-reference]]} {[]}
","The Research Study this participant has a relationship with","The Research Study this participant has a relationship with","","","","","","","","","",,,,,"",,,,"SharedDataModelStudyParticipant.researchStudy",0,1,"",""
"SharedDataModelStudyParticipant","SharedDataModelStudyParticipant.accessPolicy","SharedDataModelStudyParticipant.accessPolicy","","","",0,*,"","","","Extension {[CanonicalType[http://hl7.org/fhir/StructureDefinition/valueset-reference]]} {[]}
","The Access Policy that may apply to this participant's data from this study. Not canonical, ie, one must rely on the row level AP.","The Access Policy that may apply to this participant's data from this study. Not canonical, ie, one must rely on the row level AP.","","","","","","","","","",,,,,"",,,,"SharedDataModelStudyParticipant.accessPolicy",0,*,"",""
"access-policy-description","Extension","Extension","","","",0,*,"","","","null {[]} {[]}
","Access Policy Description","Descriptive text summarizing the policy restrictions and other details associated with this access provision.","","","","","","","","","",,,,,"",,,,"Extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children unless an empty Parameters resource {hasValue() or (children().count() > id.count()) or $this is Parameters}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"access-policy-description","Extension.id","Extension.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"access-policy-description","Extension.extension","Extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"access-policy-description","Extension.url","Extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""https://nih-ncpi.github.io/ncpi-fhir-ig-2/StructureDefinition/access-policy-description""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"access-policy-description","Extension.value[x]","Extension.value[x]","","","",1,1,"","","","markdown {[]} {[]}
","Descriptive text summarizing the policy restrictions and other details associated with this access provision.","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4B/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"access-policy","Extension","Extension","","","",0,*,"","","","null {[]} {[]}
","Access policy","Access Policy Extension","","","","","","","","","",,,,,"",,,,"Extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children unless an empty Parameters resource {hasValue() or (children().count() > id.count()) or $this is Parameters}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"access-policy","Extension.id","Extension.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"access-policy","Extension.extension","Extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"access-policy","Extension.url","Extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""https://nih-ncpi.github.io/ncpi-fhir-ig-2/StructureDefinition/access-policy""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"access-policy","Extension.value[x]","Extension.value[x]","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://nih-ncpi.github.io/ncpi-fhir-ig-2/StructureDefinition/ncpi-research-access-policy]]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4B/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"access-type","Extension","Extension","","","",0,*,"","","","null {[]} {[]}
","Access Type","Access type code associated with downloads affected by this Access Policy ( open | registered | controlled )","","","","","","","","","",,,,,"",,,,"Extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children unless an empty Parameters resource {hasValue() or (children().count() > id.count()) or $this is Parameters}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
